Sample #,Date,Start Time,Sample Temp (C),Sample Pressure (kPa),Relative Humidity (%),Mean Free Path (m),Gas Viscosity (Pa*s),Diameter Midpoint (nm),6.15,6.38,6.61,6.85,7.10,7.37,7.64,7.91,8.20,8.51,8.82,9.14,9.47,9.82, 10.2, 10.6, 10.9, 11.3, 11.8, 12.2, 12.6, 13.1, 13.6, 14.1, 14.6, 15.1, 15.7, 16.3, 16.8, 17.5, 18.1, 18.8, 19.5, 20.2, 20.9, 21.7, 22.5, 23.3, 24.1, 25.0, 25.9, 26.9, 27.9, 28.9, 30.0, 31.1, 32.2, 33.4, 34.6, 35.9, 37.2, 38.5, 40.0, 41.4, 42.9, 44.5, 46.1, 47.8, 49.6, 51.4, 53.3, 55.2, 57.3, 59.4, 61.5, 63.8, 66.1, 68.5, 71.0, 73.7, 76.4, 79.1, 82.0, 85.1, 88.2, 91.4, 94.7, 98.2,101.8,105.5,109.4,113.4,117.6,121.9,126.3,131.0,135.8,140.7,145.9,151.2,156.8,162.5,168.5,174.7,181.1,187.7,194.6,201.7,209.1,216.7,Scan Time (s),Retrace Time (s),Scan Resolution (Hz),Scans Per Sample,Sheath Flow (L/min),Aerosol Flow (L/min),Bypass Flow (L/min),Low Voltage (V),High Voltage (V),Lower Size (nm),Upper Size (nm),Density (g/cm³),td + 0.5 (s),tf (s),D50 (nm),Neutralizer Status ,Median (nm),Mean (nm),Geo. Mean (nm),Mode (nm),Geo. Std. Dev.,Total Conc. (#/cm³),Title,User Name,Sample ID,Instrument ID,Lab ID,Leak Test and Leakage Rate,Instrument Errors,Comment
2480,13/12/2019,22:01:04,18.9,99.1,53.0,6.75840e-008,1.81281e-005,,1064.745,1014.038,1071.294,1038.833,1084.235,1214.747,1248.131,1220.662,1186.507,1037.111,1100.065,1019.760,1164.031,1073.099,1066.267,1026.104,1489.189,1347.477,1182.926,1112.561,947.181,957.908,1022.657,944.270,847.004,806.051,786.618,811.545,1000.863,1084.077,1049.048,1080.848,1078.287,940.655,964.230,850.005,842.326,862.210,956.971,916.704,937.428,1027.033,1062.704,1036.143,1011.465,1112.986,1057.308,1015.664,966.576,926.334,1078.456,1084.164,940.888,1020.867,1013.961,1043.435,860.370,952.425,908.074,966.008,1078.793,962.106,876.802,901.070,851.855,911.775,818.163,893.742,862.630,803.347,843.072,941.097,898.759,937.098,896.059,881.052,893.773,936.293,811.024,896.924,852.864,857.185,843.429,815.192,818.964,802.019,819.772,950.039,902.599,845.703,872.454,903.278,1147.381,1135.977,1092.695,937.869,857.527,863.782,729.383,758.235,50,8,50,1,15.000,0.100,0.00,10.17,9827.81,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.024,27.147,15.507,6.153,2.509,1.572888e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2481,13/12/2019,22:02:24,18.9,99.1,53.0,6.75840e-008,1.81281e-005,,949.650,954.239,1020.452,1108.503,1002.734,1004.109,964.214,908.512,880.504,945.654,948.326,1097.576,1020.910,979.237,928.620,931.493,1126.916,1216.003,1129.829,1196.195,1691.227,1151.358,1122.067,1018.772,996.675,913.113,942.330,919.430,902.583,1232.463,1118.829,985.372,953.318,1026.881,1113.750,1104.676,1390.632,1278.980,1012.681,1014.080,1011.475,1048.248,969.716,1009.875,950.568,866.663,918.810,875.277,925.596,973.891,948.372,951.923,861.058,845.925,854.091,871.845,944.490,914.787,934.971,876.840,933.437,845.628,784.658,866.250,823.564,975.047,884.326,916.238,1131.664,925.876,983.224,985.843,1016.712,863.500,832.459,924.132,791.651,870.278,879.059,895.337,844.261,796.745,847.594,734.971,815.483,783.376,905.493,773.725,869.584,935.805,875.796,759.065,753.968,777.355,819.129,704.361,813.057,717.005,742.815,742.697,50,8,50,1,15.000,0.100,0.00,10.17,9827.81,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.813,26.991,15.823,6.153,2.467,1.509199e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2482,13/12/2019,22:03:44,19.0,99.1,53.0,6.76135e-008,1.81329e-005,,912.060,947.997,978.113,944.015,911.120,849.147,885.385,852.003,898.435,995.600,1024.375,1002.575,972.386,904.008,1004.798,1007.401,916.092,841.644,897.902,909.468,995.891,980.660,982.509,952.897,969.339,945.055,1026.246,935.292,895.469,873.107,855.565,915.348,828.930,875.939,1037.403,1018.274,1178.757,992.262,1401.174,995.656,874.898,753.507,836.111,998.821,969.844,909.828,935.179,879.023,798.810,823.154,876.916,964.624,896.518,958.688,919.569,922.854,865.296,801.564,842.846,777.070,778.425,746.416,806.327,864.718,953.110,929.768,849.346,876.507,815.654,805.340,719.569,843.593,958.109,874.102,838.230,983.617,1660.012,1032.695,981.507,937.926,785.160,765.007,881.165,961.806,839.090,826.960,713.778,730.801,707.586,731.857,620.837,762.902,660.049,667.407,650.684,590.648,709.447,720.310,676.907,642.559,50,8,50,1,15.000,0.100,0.00,10.17,9828.36,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.643,27.352,15.967,6.153,2.495,1.395011e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2483,13/12/2019,22:05:04,19.0,99.1,52.9,6.76135e-008,1.81329e-005,,1015.097,1008.101,877.441,940.974,1147.208,1028.059,1097.140,890.009,1037.289,962.100,909.208,916.637,1238.955,1124.671,1029.386,924.960,913.960,989.794,868.339,820.641,875.055,804.775,852.106,1079.498,923.945,825.694,899.101,927.490,909.877,908.959,889.371,881.643,872.910,1031.515,951.439,947.842,826.814,930.185,922.057,866.421,883.643,872.111,834.409,942.271,865.079,841.463,886.751,862.726,873.906,870.703,891.370,975.832,788.815,889.326,820.184,810.132,858.543,919.823,890.933,853.312,810.279,830.496,844.710,909.812,961.317,845.317,762.438,745.440,782.351,858.186,1028.802,968.162,1040.203,933.908,768.333,766.744,779.736,799.102,832.772,918.464,774.400,989.283,881.438,787.273,790.041,748.138,781.367,701.482,651.738,648.695,677.930,751.093,819.942,927.822,751.541,695.877,720.399,728.263,815.927,704.637,50,8,50,1,15.000,0.100,0.00,10.17,9828.36,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,10.990,26.960,15.516,6.153,2.503,1.416460e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2484,13/12/2019,22:06:24,19.1,99.2,52.9,6.75748e-008,1.81377e-005,,967.023,938.982,954.800,865.582,949.233,831.299,803.574,902.639,859.107,1036.518,1032.638,880.185,997.753,964.903,954.577,977.528,957.536,1060.169,919.145,1043.085,1002.998,920.929,1047.959,1068.228,998.613,833.400,837.605,977.527,933.835,1029.402,895.030,896.876,910.303,809.043,833.118,891.422,952.358,1088.968,1062.232,901.253,906.254,965.874,926.700,900.960,960.286,849.530,923.579,1019.065,998.745,914.586,997.682,920.427,891.883,900.310,858.488,828.903,864.210,921.576,838.050,1042.196,929.491,823.608,814.392,874.877,838.749,847.382,897.333,923.980,943.172,867.004,914.258,907.679,853.474,865.681,901.504,1017.773,855.406,823.991,831.157,861.944,737.898,732.465,632.673,683.190,741.150,716.352,766.444,705.350,750.197,986.971,859.814,760.568,682.801,633.916,671.063,649.019,671.274,687.631,672.919,772.129,50,8,50,1,15.000,0.100,0.00,10.18,9833.67,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.619,27.217,15.910,6.153,2.485,1.393172e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2485,13/12/2019,22:07:44,19.1,99.1,52.9,6.76430e-008,1.81377e-005,,848.509,839.629,898.538,873.571,939.020,1014.171,945.415,906.219,959.227,930.964,1189.302,976.997,911.302,880.928,882.190,995.830,886.250,919.097,842.603,900.846,818.484,809.270,783.749,781.114,873.641,819.015,836.768,866.077,909.949,869.637,874.024,875.901,908.823,920.346,1005.124,893.511,845.769,844.982,787.089,813.571,788.349,852.341,834.427,808.489,853.292,747.692,895.821,873.991,959.037,916.926,840.989,843.352,1199.623,1011.356,910.539,957.163,821.093,838.263,938.050,1053.434,894.271,966.876,874.110,859.958,882.458,822.151,858.248,952.361,842.859,738.190,787.500,746.694,1247.416,1253.450,958.644,889.062,921.899,954.874,784.744,680.576,777.440,760.038,709.842,796.775,714.617,687.297,719.205,777.708,809.109,681.204,691.622,658.410,662.596,675.319,700.313,661.305,632.050,610.367,634.523,709.876,50,8,50,1,15.000,0.100,0.00,10.17,9828.90,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.297,27.381,15.915,6.153,2.506,1.345510e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2486,13/12/2019,22:09:04,19.1,99.1,52.9,6.76430e-008,1.81377e-005,,895.847,864.876,896.991,932.319,897.253,997.411,1084.206,1099.618,1052.162,935.901,779.271,842.838,844.972,721.113,879.277,1022.579,1074.700,917.509,903.854,986.565,938.040,850.100,1048.773,949.472,998.617,1109.213,1084.123,926.846,786.762,838.960,848.527,862.290,930.670,1028.276,973.144,909.345,892.629,913.058,931.995,835.250,852.558,900.040,895.339,889.472,831.315,820.321,1000.077,951.122,838.090,810.746,813.753,813.437,812.087,799.523,754.124,800.664,906.008,860.348,803.904,793.654,830.974,950.972,902.776,802.756,1036.829,870.154,787.383,733.278,716.104,707.629,715.355,777.530,912.638,801.293,799.386,853.195,1000.339,1044.138,836.730,791.522,743.968,809.014,780.982,766.545,860.042,884.761,692.133,704.186,725.683,779.224,681.066,677.938,678.839,607.927,618.503,701.699,571.548,599.287,621.325,644.972,50,8,50,1,15.000,0.100,0.00,10.17,9828.90,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.437,26.685,15.633,6.153,2.471,1.366331e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2487,13/12/2019,22:10:24,19.1,99.2,52.9,6.75748e-008,1.81377e-005,,922.344,933.848,947.247,850.185,868.247,861.395,950.876,889.287,894.248,975.394,1093.014,1024.956,902.534,913.288,1023.970,936.272,886.802,839.336,914.847,867.178,801.809,857.523,848.418,802.802,824.045,858.070,823.371,843.399,851.813,1117.768,921.390,820.236,846.565,904.008,921.744,896.077,807.817,781.159,751.418,913.906,914.489,874.736,865.968,813.230,898.836,989.286,946.749,971.071,819.760,765.942,784.962,830.445,946.663,841.303,770.155,726.466,801.102,854.651,773.886,808.686,885.891,756.032,731.563,779.205,778.466,820.381,860.355,787.399,825.593,780.520,737.414,723.113,656.895,856.543,1003.636,822.640,1012.506,812.468,644.953,699.816,644.305,646.965,905.390,785.744,806.719,774.036,825.682,724.159,775.726,729.757,644.231,762.204,732.368,681.826,725.893,720.941,596.627,548.314,667.967,650.222,50,8,50,1,15.000,0.100,0.00,10.18,9833.67,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.154,26.926,15.619,6.153,2.490,1.331164e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2488,13/12/2019,22:11:44,19.1,99.2,52.8,6.75748e-008,1.81377e-005,,851.770,916.271,873.148,909.332,849.765,804.048,774.932,794.802,751.896,795.860,917.341,814.339,974.643,837.742,746.336,757.730,859.653,893.565,774.873,789.571,862.462,821.888,857.850,879.064,845.807,1037.508,1072.080,1058.991,1047.720,1167.045,906.553,1095.839,941.289,981.791,869.810,833.966,783.559,785.001,805.862,858.511,959.719,914.093,780.146,775.100,874.919,854.145,833.101,781.305,761.141,812.654,898.718,848.616,833.522,768.639,915.284,872.016,813.436,894.996,881.565,1026.191,929.021,1025.906,831.245,793.708,968.509,834.578,733.538,768.448,823.502,790.135,797.204,835.692,836.508,836.380,793.001,870.012,844.827,715.427,794.659,787.978,805.973,727.719,769.830,739.123,732.158,754.785,754.902,665.716,623.452,627.458,697.682,784.959,671.466,697.925,630.901,588.048,655.011,713.501,729.106,624.447,50,8,50,1,15.000,0.100,0.00,10.18,9833.67,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.970,27.668,16.146,6.378,2.500,1.289784e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2489,13/12/2019,22:13:04,19.1,99.2,52.8,6.75748e-008,1.81377e-005,,747.100,784.828,727.300,785.039,823.508,881.974,949.974,899.090,722.248,905.174,874.241,966.323,772.733,892.660,823.528,926.516,891.986,858.248,785.667,774.457,835.632,951.567,983.818,884.443,835.329,809.770,882.092,851.323,819.132,888.443,842.355,751.935,743.834,768.379,800.971,874.601,871.258,789.121,710.654,755.885,808.495,806.709,730.819,738.919,789.343,815.012,777.410,865.875,783.037,717.841,699.002,727.443,714.310,697.778,829.245,856.965,828.048,909.879,799.917,730.766,744.182,825.849,791.671,801.991,718.195,859.657,731.962,740.623,664.225,664.054,635.682,650.361,586.058,589.290,587.121,702.634,717.288,712.083,709.940,661.675,680.105,568.178,664.917,664.865,689.784,680.646,607.636,604.784,560.679,642.254,640.509,688.449,649.603,630.109,646.491,596.110,575.419,623.029,686.037,652.277,50,8,50,1,15.000,0.100,0.00,10.18,9833.67,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.381,26.682,15.626,6.153,2.461,1.220852e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2490,13/12/2019,22:14:24,19.1,99.2,52.8,6.75748e-008,1.81377e-005,,826.209,675.985,690.526,705.481,772.425,771.133,743.720,734.596,673.145,769.672,797.031,820.830,741.364,719.760,731.036,803.931,679.521,621.309,636.032,623.834,769.277,809.957,758.982,787.981,715.007,753.814,706.734,872.543,815.860,754.291,814.474,814.978,820.280,737.603,717.881,808.385,754.940,942.835,919.953,755.034,773.861,726.052,770.021,801.608,706.625,734.107,657.584,734.658,774.143,881.576,801.389,762.570,681.682,736.995,700.472,1048.005,957.180,767.832,850.537,944.023,837.027,734.576,744.988,750.725,908.599,830.842,749.202,767.451,834.419,759.327,707.074,743.362,658.955,705.046,745.613,909.102,709.940,713.749,713.546,580.569,628.274,599.853,599.637,603.955,775.010,704.709,652.534,705.004,658.708,631.497,628.715,638.985,659.858,659.801,682.508,636.023,717.867,648.618,626.664,677.656,50,8,50,1,15.000,0.100,0.00,10.18,9833.67,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,12.050,28.703,16.518,6.153,2.546,1.133731e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2491,13/12/2019,22:15:44,19.1,99.2,52.8,6.75748e-008,1.81377e-005,,726.815,798.148,790.840,1221.708,1127.427,859.536,1022.662,932.460,924.027,817.041,874.827,854.165,857.011,837.314,871.479,919.940,913.850,852.610,795.412,779.862,828.420,883.854,979.198,964.148,1174.774,892.914,791.954,819.599,763.860,732.306,724.670,816.529,944.610,995.740,836.387,686.467,822.000,771.848,748.328,798.352,853.472,848.412,787.754,848.390,870.269,819.831,805.155,806.511,790.929,790.722,743.743,706.586,738.960,738.559,799.463,777.086,751.887,900.899,831.041,896.082,766.383,742.499,792.678,882.740,872.614,938.371,771.394,841.214,775.062,759.249,741.407,858.482,773.604,768.009,734.557,806.474,858.515,780.675,800.876,780.170,767.547,724.731,718.804,665.851,700.128,780.897,743.994,756.319,663.550,686.579,638.280,688.726,682.427,675.900,646.956,607.335,608.083,642.482,693.091,671.217,50,8,50,1,15.000,0.100,0.00,10.18,9833.67,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.183,26.879,15.568,6.854,2.491,1.297254e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2492,13/12/2019,22:17:04,19.1,99.3,52.7,6.75067e-008,1.81377e-005,,884.271,793.317,783.521,839.246,827.689,861.300,854.606,797.058,816.404,791.045,774.134,775.465,843.691,770.569,773.397,881.777,858.682,942.659,951.796,943.253,929.480,1127.229,1037.470,925.358,840.510,795.014,761.145,879.141,837.210,760.600,842.803,811.498,835.360,707.860,798.934,767.834,881.086,735.385,815.782,830.126,843.856,746.775,740.351,788.716,794.080,799.370,849.932,1003.769,1017.733,817.653,873.960,859.504,823.107,811.912,902.389,962.450,851.708,870.742,797.369,713.346,725.621,866.786,831.931,783.162,740.377,832.261,742.358,832.293,691.071,735.036,716.251,753.328,840.270,789.999,821.659,818.904,727.475,716.405,712.399,745.463,694.379,625.036,707.433,717.482,835.972,622.931,717.329,703.365,1019.726,911.689,889.425,769.353,709.308,747.642,759.581,727.336,623.883,726.531,606.846,559.796,50,8,50,1,15.000,0.100,0.00,10.19,9838.43,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.837,28.068,16.159,6.153,2.524,1.255953e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2493,13/12/2019,22:18:24,19.2,99.2,52.7,6.76043e-008,1.81425e-005,,788.218,816.203,903.570,860.164,931.562,885.327,910.049,893.619,823.668,846.290,835.778,911.713,784.565,783.870,714.383,775.767,770.251,801.729,930.489,865.499,795.170,867.347,830.306,854.344,789.623,767.581,727.011,895.817,877.909,893.442,803.335,879.850,996.740,854.289,813.815,937.163,870.253,818.575,816.427,742.481,899.888,884.944,801.395,800.151,832.334,864.454,788.601,705.940,823.338,745.916,850.714,755.935,667.839,649.747,794.527,818.511,678.624,939.098,715.284,672.413,648.609,732.312,862.018,821.963,759.057,710.115,720.459,741.636,712.558,764.339,682.016,715.945,738.257,676.935,754.755,651.694,718.867,853.247,729.041,706.931,669.173,681.400,632.642,623.843,645.246,723.286,724.652,655.419,616.824,623.936,563.800,619.806,552.723,501.421,536.235,525.288,596.672,574.781,595.668,658.347,50,8,50,1,15.000,0.100,0.00,10.18,9834.21,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.392,26.336,15.489,6.612,2.458,1.233980e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2494,13/12/2019,22:19:44,19.2,99.3,52.7,6.75362e-008,1.81425e-005,,705.853,731.221,758.270,858.905,830.197,747.325,764.272,804.078,723.972,877.015,962.517,926.528,937.434,866.829,734.969,716.071,781.586,699.456,678.187,711.763,804.770,740.932,714.285,716.891,762.095,924.943,832.711,765.050,860.306,829.882,889.299,835.621,757.712,884.596,947.643,848.365,789.573,767.338,756.041,787.269,807.223,931.634,913.369,850.572,847.796,825.550,722.080,720.598,817.705,788.447,754.617,682.221,691.935,719.001,843.747,710.092,664.862,633.194,686.340,727.804,693.497,759.981,694.950,688.898,778.633,805.406,908.088,760.666,735.230,762.758,813.980,723.319,709.340,695.053,654.973,673.426,654.314,621.263,665.407,659.152,670.953,662.903,712.041,650.998,577.634,583.852,603.139,562.413,581.324,544.257,609.451,550.809,544.325,573.727,667.334,702.113,664.042,608.706,641.746,682.454,50,8,50,1,15.000,0.100,0.00,10.19,9838.97,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.487,27.140,15.856,6.854,2.479,1.175946e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2495,13/12/2019,22:21:04,19.2,99.3,52.7,6.75362e-008,1.81425e-005,,798.640,834.251,697.555,856.219,866.777,851.001,764.716,810.792,784.004,855.348,823.516,742.221,775.473,731.410,740.747,712.104,756.641,851.010,744.225,879.524,707.682,724.100,732.259,715.367,773.095,655.610,665.305,621.430,620.482,633.558,654.603,669.479,629.968,708.372,851.292,858.839,941.097,841.396,920.667,719.685,693.613,804.748,694.836,745.678,764.526,813.092,876.156,745.731,730.267,708.939,697.739,633.662,730.295,767.783,846.766,888.015,782.273,745.533,777.113,796.028,716.136,652.477,697.881,695.804,704.903,704.288,707.990,684.201,671.680,804.726,732.140,709.698,779.648,630.279,662.449,634.280,585.225,639.674,649.227,690.570,736.803,757.097,651.919,591.260,680.484,660.729,614.579,549.413,552.576,624.694,654.306,566.574,620.393,608.907,646.112,587.455,616.755,622.002,711.933,694.028,50,8,50,1,15.000,0.100,0.00,10.19,9838.97,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.254,27.392,15.741,6.153,2.517,1.149063e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2496,13/12/2019,22:22:24,19.2,99.3,52.6,6.75362e-008,1.81425e-005,,784.941,737.087,863.369,923.071,925.059,865.457,771.866,879.315,721.389,754.005,857.305,747.118,846.546,748.985,745.271,750.954,689.719,906.076,921.410,700.098,720.180,856.440,748.584,863.371,939.544,819.504,724.674,694.260,680.529,739.994,697.103,647.914,711.512,751.062,852.984,809.678,784.392,756.270,769.658,718.111,736.261,913.547,873.716,836.453,791.258,877.579,842.689,717.542,799.282,802.833,758.857,803.995,822.539,761.678,955.805,976.465,869.008,781.337,847.640,855.142,707.990,686.135,655.436,717.759,715.180,706.979,707.348,674.185,749.612,693.402,710.710,744.091,679.216,680.110,698.178,916.712,870.840,668.623,692.925,740.297,663.408,649.699,664.632,692.794,612.934,623.136,653.506,601.659,818.073,897.438,761.597,755.102,712.837,743.716,699.179,672.338,619.877,593.174,627.580,571.026,50,8,50,1,15.000,0.100,0.00,10.19,9838.97,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.475,27.816,15.952,6.153,2.530,1.195927e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2497,13/12/2019,22:23:44,19.2,99.3,52.6,6.75362e-008,1.81425e-005,,691.102,878.784,814.623,738.462,749.992,821.817,957.615,853.681,818.621,865.110,900.827,989.537,1206.082,922.769,834.054,787.657,749.170,883.728,855.812,821.490,813.899,749.469,854.118,809.861,829.141,760.607,749.353,897.612,802.309,931.342,864.658,985.631,778.415,735.699,842.512,955.474,885.112,744.154,714.543,760.008,734.153,789.947,718.090,725.265,665.661,659.510,723.858,662.281,628.153,693.239,627.005,714.266,713.603,686.442,693.274,657.909,709.871,790.563,893.319,847.469,715.702,654.325,685.059,732.146,758.680,964.820,821.342,758.866,766.052,736.734,672.549,753.795,640.147,718.955,833.435,713.568,741.662,756.142,752.078,729.568,671.704,685.022,640.670,693.424,762.494,734.913,791.655,671.907,596.920,603.340,644.001,633.686,641.374,576.179,595.529,679.453,678.012,679.736,645.431,652.794,50,8,50,1,15.000,0.100,0.00,10.19,9838.97,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.242,27.046,15.651,6.378,2.487,1.222163e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2498,13/12/2019,22:25:04,19.3,99.3,52.6,6.75656e-008,1.81473e-005,,963.419,864.297,738.939,737.993,800.530,784.613,833.790,765.634,812.623,765.676,673.389,756.039,757.098,809.643,821.991,706.641,707.412,799.818,743.182,1051.731,825.087,859.552,765.506,833.792,699.238,758.082,762.041,815.321,835.604,829.484,869.651,799.505,806.676,914.441,902.430,753.534,826.398,733.903,843.222,862.725,803.181,863.968,764.786,833.037,809.023,766.234,881.741,742.039,913.449,881.749,761.085,787.247,773.076,765.696,764.275,756.020,719.360,703.265,670.538,750.782,712.715,716.932,625.343,910.188,853.502,793.622,765.581,748.844,740.937,736.872,811.608,656.665,665.523,643.835,657.778,680.301,706.265,652.110,759.458,722.221,660.248,666.727,590.348,687.481,730.830,738.984,767.376,779.646,638.913,642.386,594.729,585.927,678.728,697.173,792.613,724.285,627.904,600.279,609.198,575.326,50,8,50,1,15.000,0.100,0.00,10.19,9839.52,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.747,27.602,15.954,6.153,2.512,1.193081e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
2499,13/12/2019,22:26:24,19.3,99.4,52.5,6.74976e-008,1.81473e-005,,879.606,854.879,903.007,828.218,858.784,834.586,726.722,766.330,749.202,848.173,848.570,745.693,779.787,778.574,792.502,786.152,788.069,961.097,981.543,824.505,781.296,762.029,768.686,681.413,691.668,820.315,855.485,782.658,838.541,858.988,886.676,895.405,888.363,826.812,836.964,823.503,900.161,894.025,863.786,807.702,727.809,783.029,733.503,798.702,758.978,825.947,836.004,703.483,735.491,662.954,669.782,766.127,753.256,798.450,734.660,724.543,728.313,895.206,745.274,766.771,741.558,754.888,848.461,728.858,747.502,876.972,736.636,682.426,811.472,816.500,774.179,834.017,860.611,894.857,810.311,695.454,749.507,735.705,770.338,651.206,794.108,757.058,651.572,598.542,614.960,624.186,680.407,646.255,608.724,650.008,708.980,672.426,594.563,607.665,685.223,661.595,573.314,607.892,637.207,684.632,50,8,50,1,15.000,0.100,0.00,10.20,9844.28,6.04,220.7,1.000,3.98,1.64,1.23e+03,ON,11.499,27.327,15.819,6.153,2.506,1.214955e+007,,Test,,,,,Low aerosol flow;Detector aerosol flow rate error;Detector liquid level low,
